locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAPPHCFD_03207	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
CAPPHCFD_03208	CDS	228	ygdR_1			putative lipoprotein YgdR
CAPPHCFD_03209	CDS	918	gcvA		COG0583	Glycine cleavage system transcriptional activator
CAPPHCFD_03210	CDS	396				hypothetical protein
CAPPHCFD_03211	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
CAPPHCFD_03212	CDS	732	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
CAPPHCFD_03213	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
CAPPHCFD_03214	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
CAPPHCFD_03215	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
CAPPHCFD_03216	CDS	1500	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
CAPPHCFD_03217	CDS	984	rbsC_2		COG1172	Ribose import permease protein RbsC
CAPPHCFD_03218	CDS	951	rbsB			D-ribose/D-allose-binding protein
CAPPHCFD_03219	CDS	1581	araB_2	2.7.1.16	COG1069	Ribulokinase
CAPPHCFD_03220	CDS	999	fruR		COG1609	Fructose operon regulatory protein
CAPPHCFD_03221	CDS	462	fucA_1	4.1.2.17	COG0235	L-fuculose phosphate aldolase
CAPPHCFD_03222	CDS	276			COG1662	IS1 family transposase IS1A
CAPPHCFD_03223	CDS	378			COG1662	IS1 family transposase IS1R
CAPPHCFD_03224	CDS	198	fucA_2	4.1.2.17	COG0235	L-fuculose phosphate aldolase
CAPPHCFD_03225	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
CAPPHCFD_03226	CDS	846	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
CAPPHCFD_03227	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
CAPPHCFD_03228	CDS	1290	sdaC		COG0814	Serine transporter SdaC
CAPPHCFD_03229	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
CAPPHCFD_03230	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
CAPPHCFD_03231	CDS	546	syd			Protein Syd
CAPPHCFD_03232	CDS	330	yqcC		COG3098	putative protein YqcC
CAPPHCFD_03233	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
CAPPHCFD_03234	CDS	450	yqcA		COG0716	Flavodoxin YqcA
CAPPHCFD_03235	CDS	1353	gudP		COG2271	putative galactarate/D-glucarate transporter GudP
CAPPHCFD_03236	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
CAPPHCFD_03237	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
CAPPHCFD_03238	CDS	2757	barA	2.7.13.3	COG2205	Signal transduction histidine-protein kinase BarA
CAPPHCFD_03239	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
CAPPHCFD_03240	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
CAPPHCFD_03241	CDS	249	mazE		COG2336	Antitoxin MazE
CAPPHCFD_03242	CDS	336	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
CAPPHCFD_03243	CDS	792	mazG	3.6.1.8	COG3956	Nucleoside triphosphate pyrophosphohydrolase
CAPPHCFD_03244	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
CAPPHCFD_03245	CDS	1299	eno	4.2.1.11	COG0148	Enolase
CAPPHCFD_03246	CDS	873				hypothetical protein
CAPPHCFD_03247	CDS	141	yqcG			putative protein YqcG
CAPPHCFD_03248	CDS	672	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
	repeat_region	823				
CAPPHCFD_03249	CDS	1479	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
CAPPHCFD_03250	CDS	1278	yqcE		COG2223	Inner membrane protein YqcE
CAPPHCFD_03251	CDS	786	kduD_1	1.1.1.127	COG1028	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
CAPPHCFD_03252	CDS	1455	d2hgdh	1.1.99.39	COG0277	D-2-hydroxyglutarate dehydrogenase
CAPPHCFD_03253	CDS	1410	ygcS_2		COG0477	Inner membrane metabolite transport protein YgcS
CAPPHCFD_03254	CDS	780				hypothetical protein
CAPPHCFD_03255	CDS	861	lctC	1.1.1.436	COG1145	Lactate dehydrogenase (NAD(+),ferredoxin) subunit LctC
CAPPHCFD_03256	CDS	576	ygcP		COG1954	putative protein YgcP
CAPPHCFD_03257	CDS	261	fixX_3		COG2440	Ferredoxin-like protein FixX
CAPPHCFD_03258	CDS	1272		1.5.5.1		Electron transfer flavoprotein-ubiquinone oxidoreductase
CAPPHCFD_03259	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
CAPPHCFD_03260	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
CAPPHCFD_03261	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
CAPPHCFD_03262	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine 5'-phosphosulfate reductase
CAPPHCFD_03263	CDS	2415				hypothetical protein
CAPPHCFD_03264	CDS	687	lolD_2	7.6.2.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
CAPPHCFD_03265	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
CAPPHCFD_03266	CDS	771	capC	1.1.1.-		NADPH-dependent 3-dehydrocapnine reductase
CAPPHCFD_03267	CDS	855	cnoX		COG3118	Chaperedoxin
CAPPHCFD_03268	CDS	780	fetB		COG0390	putative iron export permease protein FetB
CAPPHCFD_03269	CDS	678	fetA	7.2.2.-	COG4619	putative iron export ATP-binding protein FetA
CAPPHCFD_03270	CDS	918	qmcA		COG0330	Protein QmcA
CAPPHCFD_03271	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
CAPPHCFD_03272	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
CAPPHCFD_03273	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
CAPPHCFD_03274	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
CAPPHCFD_03275	CDS	2505	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
CAPPHCFD_03276	CDS	396	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
CAPPHCFD_03277	CDS	795				hypothetical protein
CAPPHCFD_03278	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
CAPPHCFD_03279	CDS	1653	ushA		COG0737	Protein UshA
CAPPHCFD_03280	CDS	1221	fsr		COG2223	Fosmidomycin resistance protein
CAPPHCFD_03281	CDS	1458	ybaL_1		COG1226	Putative cation/proton antiporter YbaL
CAPPHCFD_03282	CDS	258	ybaL_2		COG1226	Putative cation/proton antiporter YbaL
CAPPHCFD_03283	CDS	1305	gsk	2.7.1.73	COG0524	Guanosine-inosine kinase
CAPPHCFD_03284	CDS	960	aes	3.1.1.-	COG0657	Acetyl esterase
CAPPHCFD_03285	CDS	963	hemH	4.98.1.1	COG0276	Ferrochelatase
CAPPHCFD_03286	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
CAPPHCFD_03287	CDS	1875	htpG		COG0326	Chaperone protein HtpG
CAPPHCFD_03288	CDS	606	recR		COG0353	Recombination protein RecR
CAPPHCFD_03289	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
CAPPHCFD_03290	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
CAPPHCFD_03291	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
CAPPHCFD_03292	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
CAPPHCFD_03293	CDS	528	priC		COG3923	Replication restart protein PriC
CAPPHCFD_03294	CDS	162				hypothetical protein
CAPPHCFD_03295	CDS	3363	mscK		COG1196	Mechanosensitive channel MscK
CAPPHCFD_03296	CDS	648	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
CAPPHCFD_03297	CDS	1194	acrA		COG0845	Multidrug efflux pump subunit AcrA
CAPPHCFD_03298	CDS	3150	acrB_2			multidrug efflux RND transporter permease subunit AcrB
CAPPHCFD_03299	CDS	375	tomB			Hha toxicity modulator TomB
CAPPHCFD_03300	CDS	219	hha			Hemolysin expression-modulating protein Hha
CAPPHCFD_03301	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
CAPPHCFD_03302	CDS	471	ylaC			Inner membrane protein YlaC
CAPPHCFD_03303	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
CAPPHCFD_03304	CDS	354	ybaA			putative protein YbaA
CAPPHCFD_03305	CDS	312	atl		COG3695	DNA base-flipping protein
CAPPHCFD_03306	CDS	573	ybaY		COG3126	putative lipoprotein YbaY
CAPPHCFD_03307	CDS	861	tesB	3.1.2.20	COG1946	Acyl-CoA thioesterase 2
CAPPHCFD_03308	CDS	1287	amtB		COG0004	Ammonium transporter AmtB
CAPPHCFD_03309	CDS	339	glnK		COG0347	Nitrogen regulatory protein GlnK
CAPPHCFD_03310	CDS	1782	smdB			multidrug efflux ABC transporter permease/ATP-binding subunit SmdB
CAPPHCFD_03311	CDS	1773	smdA			multidrug efflux ABC transporter permease/ATP-binding subunit SmdA
CAPPHCFD_03312	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
CAPPHCFD_03313	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
CAPPHCFD_03314	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
CAPPHCFD_03315	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
CAPPHCFD_03316	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
CAPPHCFD_03317	CDS	372			COG1555	putative protein
CAPPHCFD_03318	CDS	1872	ppiD		COG0760	Periplasmic chaperone PpiD
CAPPHCFD_03319	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
CAPPHCFD_03320	CDS	2355	lon			Lon protease
	repeat_region	273				
CAPPHCFD_03321	CDS	1038				hypothetical protein
CAPPHCFD_03322	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
CAPPHCFD_03323	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
CAPPHCFD_03324	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
CAPPHCFD_03325	CDS	324	ygbE			Inner membrane protein YgbE
CAPPHCFD_03326	CDS	312	ftsB		COG2919	Cell division protein FtsB
CAPPHCFD_03327	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
CAPPHCFD_03328	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
CAPPHCFD_03329	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
CAPPHCFD_03330	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
CAPPHCFD_03331	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
CAPPHCFD_03332	CDS	1140	nlpD_2		COG1388	Murein hydrolase activator NlpD
CAPPHCFD_03333	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
CAPPHCFD_03334	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
CAPPHCFD_03335	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
CAPPHCFD_03336	CDS	639	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
CAPPHCFD_03337	CDS	1263	otnK	2.7.1.217		3-oxo-tetronate kinase
CAPPHCFD_03338	CDS	909	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
CAPPHCFD_03339	CDS	768	glcR		COG1349	HTH-type transcriptional repressor GlcR
CAPPHCFD_03340	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
CAPPHCFD_03341	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
CAPPHCFD_03342	CDS	135				hypothetical protein
CAPPHCFD_03343	CDS	354				hypothetical protein
CAPPHCFD_03344	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
CAPPHCFD_03345	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
CAPPHCFD_03346	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
CAPPHCFD_03347	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
CAPPHCFD_03348	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
CAPPHCFD_03349	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
CAPPHCFD_03350	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
CAPPHCFD_03351	CDS	612	hycB		COG1142	Formate hydrogenlyase subunit 2
CAPPHCFD_03352	CDS	1827	hycC		COG0651	Formate hydrogenlyase subunit 3
CAPPHCFD_03353	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
CAPPHCFD_03354	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
CAPPHCFD_03355	CDS	543	hycF_2		COG1143	Formate hydrogenlyase subunit 6
CAPPHCFD_03356	CDS	768	hycG_2		COG3260	Formate hydrogenlyase subunit 7
CAPPHCFD_03357	CDS	411				hypothetical protein
CAPPHCFD_03358	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
CAPPHCFD_03359	CDS	1425	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
CAPPHCFD_03360	CDS	1458	sacP		COG1263	PTS system sucrose-specific EIIBC component
CAPPHCFD_03361	CDS	1014	ascG		COG1609	HTH-type transcriptional regulator AscG
CAPPHCFD_03362	CDS	528	aegA_3		COG0493	Putative oxidoreductase AegA
CAPPHCFD_03363	CDS	2253	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
CAPPHCFD_03364	CDS	1134	norW	1.18.1.-	COG0446	Nitric oxide reductase FlRd-NAD(+) reductase
CAPPHCFD_03365	CDS	1440	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
CAPPHCFD_03366	CDS	1515	norR			Anaerobic nitric oxide reductase transcription regulator NorR
CAPPHCFD_03367	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
CAPPHCFD_03368	CDS	774	srlR_5		COG1349	Glucitol operon repressor
CAPPHCFD_03369	CDS	360				hypothetical protein
CAPPHCFD_03370	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
CAPPHCFD_03371	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
CAPPHCFD_03372	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
CAPPHCFD_03373	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
CAPPHCFD_03374	CDS	1191	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
CAPPHCFD_03375	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
CAPPHCFD_03376	CDS	1062	recA			Protein RecA
CAPPHCFD_03377	CDS	501	recX		COG2137	Regulatory protein RecX
CAPPHCFD_03378	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
CAPPHCFD_03379	CDS	186	csrA		COG1551	Carbon storage regulator
CAPPHCFD_03380	tRNA	93				tRNA-Ser(gct)
CAPPHCFD_03381	tRNA	76				tRNA-Arg(acg)
CAPPHCFD_03382	CDS	1110				hypothetical protein
CAPPHCFD_03383	CDS	576	nohA		COG4220	Prophage DNA-packing protein NohA
CAPPHCFD_03384	CDS	294				hypothetical protein
CAPPHCFD_03385	CDS	462				hypothetical protein
CAPPHCFD_03386	CDS	498	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
CAPPHCFD_03387	CDS	216				hypothetical protein
CAPPHCFD_03388	CDS	606	ompD_1			Outer membrane porin protein OmpD
CAPPHCFD_03389	CDS	276			COG1662	IS1 family transposase IS1A
CAPPHCFD_03390	CDS	378			COG1662	IS1 family transposase IS1R
CAPPHCFD_03391	CDS	471	ompD_2			Outer membrane porin protein OmpD
CAPPHCFD_03392	CDS	378			COG1662	IS1 family transposase IS1R
CAPPHCFD_03393	CDS	276			COG1662	IS1 family transposase IS1A
CAPPHCFD_03394	CDS	381				hypothetical protein
CAPPHCFD_03395	CDS	138	ylcG			putative protein YlcG
CAPPHCFD_03396	CDS	363	rusA	3.1.21.10	COG4570	Crossover junction endodeoxyribonuclease RusA
CAPPHCFD_03397	CDS	291	ybcO	3.1.-.-		Putative nuclease YbcO
CAPPHCFD_03398	CDS	171				hypothetical protein
CAPPHCFD_03399	CDS	456				hypothetical protein
CAPPHCFD_03400	CDS	798				hypothetical protein
CAPPHCFD_03401	CDS	552				hypothetical protein
CAPPHCFD_03402	CDS	1527				hypothetical protein
CAPPHCFD_03403	CDS	333	emrE		COG2076	Multidrug transporter EmrE
CAPPHCFD_03404	CDS	303				hypothetical protein
CAPPHCFD_03405	CDS	258				hypothetical protein
CAPPHCFD_03406	CDS	216				hypothetical protein
CAPPHCFD_03407	CDS	219				hypothetical protein
CAPPHCFD_03408	CDS	279				hypothetical protein
CAPPHCFD_03409	CDS	1164				hypothetical protein
CAPPHCFD_03410	tRNA	77				tRNA-Arg(tct)
CAPPHCFD_03411	CDS	633	bvgA		COG2197	Virulence factors putative positive transcription regulator BvgA
CAPPHCFD_03412	CDS	516	sfmF		COG3539	putative fimbrial-like protein SfmF
CAPPHCFD_03413	CDS	978	sfmH		COG3539	putative fimbrial-like protein SfmH
CAPPHCFD_03414	CDS	2610	sfmD		COG3188	Outer membrane usher protein SfmD
CAPPHCFD_03415	CDS	693	sfmC		COG3121	putative fimbrial chaperone SfmC
CAPPHCFD_03416	CDS	543	sfmA		COG3539	putative fimbrial-like protein SfmA
CAPPHCFD_03417	CDS	867	folD		COG0190	Bifunctional protein FolD protein
CAPPHCFD_03418	CDS	213	ybcJ		COG2501	Putative RNA-binding protein YbcJ
CAPPHCFD_03419	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
CAPPHCFD_03420	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
CAPPHCFD_03421	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
CAPPHCFD_03422	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
CAPPHCFD_03423	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
CAPPHCFD_03424	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
CAPPHCFD_03425	CDS	894	allK	2.7.2.2	COG0549	Carbamate kinase
CAPPHCFD_03426	CDS	816	allH	2.1.3.5		Oxamate carbamoyltransferase subunit AllH
CAPPHCFD_03427	CDS	1260	allG_3	2.1.3.5	COG0074	Oxamate carbamoyltransferase subunit AllG
CAPPHCFD_03428	CDS	1668	allF_3	2.1.3.5	COG0074	Oxamate carbamoyltransferase subunit AllF
CAPPHCFD_03429	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
CAPPHCFD_03430	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
CAPPHCFD_03431	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
CAPPHCFD_03432	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
CAPPHCFD_03433	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
CAPPHCFD_03434	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
CAPPHCFD_03435	CDS	1455	ybbW		COG1953	Putative allantoin permease
CAPPHCFD_03436	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
CAPPHCFD_03437	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
CAPPHCFD_03438	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
CAPPHCFD_03439	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
CAPPHCFD_03440	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
CAPPHCFD_03441	CDS	927	allS		COG0583	HTH-type transcriptional activator AllS
CAPPHCFD_03442	CDS	1095	selU	2.9.1.3	COG2603	tRNA 2-selenouridine synthase
CAPPHCFD_03443	CDS	372				IS481 family transposase ISErsp1
CAPPHCFD_03444	CDS	261				hypothetical protein
CAPPHCFD_03445	CDS	711				hypothetical protein
CAPPHCFD_03446	CDS	369	ybbC			putative protein YbbC
CAPPHCFD_03447	CDS	873	rhsD_1		COG3209	Protein RhsD
CAPPHCFD_03448	tRNA	76				tRNA-Lys(ttt)
CAPPHCFD_03449	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
CAPPHCFD_03450	CDS	522	pal		COG2885	Peptidoglycan-associated lipoprotein
CAPPHCFD_03451	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
CAPPHCFD_03452	CDS	1266	tolA		COG3064	Tol-Pal system protein TolA
CAPPHCFD_03453	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
CAPPHCFD_03454	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
CAPPHCFD_03455	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
CAPPHCFD_03456	CDS	294				hypothetical protein
CAPPHCFD_03457	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
CAPPHCFD_03458	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
CAPPHCFD_03459	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
CAPPHCFD_03460	CDS	2634	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
CAPPHCFD_03461	CDS	1917	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
CAPPHCFD_03462	CDS	723	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
CAPPHCFD_03463	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
CAPPHCFD_03464	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
CAPPHCFD_03465	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
CAPPHCFD_03466	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
CAPPHCFD_03467	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
CAPPHCFD_03468	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
CAPPHCFD_03469	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
CAPPHCFD_03470	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
CAPPHCFD_03471	CDS	108	ybgU			Protein YbgU
CAPPHCFD_03472	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
CAPPHCFD_03473	CDS	567	ybgD_2		COG3539	putative fimbrial-like protein YbgD
CAPPHCFD_03474	CDS	2451	papC_2			Outer membrane usher protein PapC
CAPPHCFD_03475	CDS	732	papD_2			Chaperone protein PapD
CAPPHCFD_03476	CDS	1062				hypothetical protein
CAPPHCFD_03477	CDS	1047				hypothetical protein
CAPPHCFD_03478	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
CAPPHCFD_03479	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
CAPPHCFD_03480	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
CAPPHCFD_03481	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
CAPPHCFD_03482	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
CAPPHCFD_03483	CDS	1482	dtpD		COG3104	Dipeptide permease D
CAPPHCFD_03484	CDS	1422	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
CAPPHCFD_03485	CDS	510				hypothetical protein
CAPPHCFD_03486	CDS	762				ISAs1 family transposase ISEc1
CAPPHCFD_03487	CDS	1137				ISAs1 family transposase ISEc1
CAPPHCFD_03488	CDS	570				hypothetical protein
CAPPHCFD_03489	CDS	1434				hypothetical protein
CAPPHCFD_03490	CDS	327				hypothetical protein
CAPPHCFD_03491	CDS	609	yibF		COG0625	putative GST-like protein YibF
CAPPHCFD_03492	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
CAPPHCFD_03493	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
CAPPHCFD_03494	CDS	1152	adhB	1.1.1.1	COG1454	Alcohol dehydrogenase 2
CAPPHCFD_03495	CDS	1539	aldB	1.2.1.4	COG1012	Aldehyde dehydrogenase B
CAPPHCFD_03496	CDS	213				hypothetical protein
CAPPHCFD_03497	CDS	324	yiaW_2			Inner membrane protein YiaW
CAPPHCFD_03498	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
CAPPHCFD_03499	CDS	975				hypothetical protein
CAPPHCFD_03500	CDS	741	mipA_2		COG3713	MltA-interacting protein
CAPPHCFD_03501	CDS	1980	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
CAPPHCFD_03502	CDS	1401	yicJ_2		COG2211	Inner membrane symporter YicJ
CAPPHCFD_03503	CDS	816				hypothetical protein
CAPPHCFD_03504	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
CAPPHCFD_03505	CDS	861	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
CAPPHCFD_03506	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
CAPPHCFD_03507	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
CAPPHCFD_03508	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
CAPPHCFD_03509	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
CAPPHCFD_03510	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
CAPPHCFD_03511	CDS	468	nanQ_2		COG2731	N-acetylneuraminate anomerase NanQ
CAPPHCFD_03512	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
CAPPHCFD_03513	CDS	849	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
CAPPHCFD_03514	CDS	474	aegA_4		COG0493	Putative oxidoreductase AegA
CAPPHCFD_03515	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
CAPPHCFD_03516	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
CAPPHCFD_03517	CDS	825				hypothetical protein
